Word,Sentiment
dipogon,Neutral
dipolar,Positive
dipole,Positive
dipped,Positive
dipper,Neutral
dipsacaceae,Neutral
dipsacus,Positive
dipsomania,Negative
dipsomaniac,Positive
dipsosaurus,Neutral
dipstick,Positive
diptera,Positive
dipterocarp,Positive
dipterocarpaceae,Neutral
dipteronia,Negative
diptych,Positive
dipus,Neutral
dipylon,Positive
dirca,Negative
dire,Negative
direct,Positive
directed,Negative
directing,Positive
directingpost,Positive
direction,Negative
directional,Positive
directions,Neutral
directive,Neutral
directivity,Neutral
directly,Positive
directness,Positive
director,Negative
directorate,Neutral
directorship,Positive
directory,Neutral
direful,Positive
direfully,Positive
diremption,Neutral
direption,Neutral
dirge,Negative
dirige,Positive
dirigenos,Positive
dirk,Negative
dirndl,Positive
dirt,Positive
dirtily,Neutral
dirtiness,Positive
dirty,Negative
dirty-minded,Neutral
diruption,Neutral
dis,Positive
disa,Neutral
disability,Neutral
disable,Negative
disabled,Neutral
disablement,Positive
disabling,Positive
disabuse,Neutral
disabused(p),Neutral
disaccharide,Positive
disaccord,Negative
disadvantage,Neutral
disadvantageous,Positive
disaffected,Positive
disaffection,Negative
disaffirm,Negative
disagree,Neutral
disagreeable,Negative
disagreeableness,Negative
disagreeably,Positive
disagreeing,Negative
disagreement,Negative
disallow,Negative
disallowance,Negative
disannul,Positive
disant,Positive
disappear,Positive
disappearance,Negative
disappearing,Neutral
disappoint,Neutral
disappointed,Neutral
disappointedly,Neutral
disappointing,Negative
disappointingly,Negative
disappointment,Positive
disapppointed,Neutral
disapprobation,Positive
disapproval,Positive
disapprove,Negative
disapproved,Neutral
disapprover,Negative
disapproving,Negative
disapprovingly,Neutral
disarm,Negative
disarming,Negative
disarrange,Neutral
disarranged,Neutral
disarray,Negative
disarrayed,Positive
disassociation,Positive
disaster,Negative
disastrous,Negative
disastrously,Positive
disavow,Neutral
disavowable,Negative
disavowal,Negative
disband,Negative
disbandment,Negative
disbar,Positive
disbarment,Positive
disbelief,Positive
disbelieve,Neutral
disbeliever,Neutral
disbelieving,Neutral
disbench,Neutral
disbowel,Positive
disbranch,Negative
disburden,Negative
disburdened,Negative
disburse,Negative
disbursement,Neutral
disc,Negative
discalced,Positive
discard,Positive
discarded,Negative
disce,Negative
disceptation,Neutral
discern,Positive
discernability,Positive
discernible,Positive
discerning,Negative
discernment,Positive
discerptible,Positive
discerption,Negative
discers,Neutral
discet,Negative
discharge,Neutral
discharged,Neutral
discimus,Positive
discina,Neutral
discind,Neutral
disciple,Positive
disciples,Neutral
discipleship,Neutral
disciplinal,Neutral
disciplinarian,Neutral
disciplinary,Negative
discipline,Positive
disciplined,Positive
discit,Neutral
disclaim,Positive
disclaimer,Negative
disclose,Neutral
disclosed,Positive
disclosing,Neutral
disclosure,Positive
disco,Positive
discocephali,Negative
discoglossidae,Neutral
discoid,Neutral
discolor,Negative
discoloration,Neutral
discolored,Neutral
discombobulate,Negative
discombobulated,Positive
discomfit,Negative
discomfited,Neutral
discomfiture,Positive
discomfort,Neutral
discommend,Positive
discommendation,Neutral
discommode,Negative
discommodious,Negative
discommodity,Positive
discompose,Positive
discomposed,Neutral
discomposure,Neutral
discomycete,Positive
discomycetes,Negative
discomycetous,Negative
disconcert,Neutral
disconcerted,Positive
disconcerting,Positive
disconcertingly,Neutral
disconfirming,Negative
disconformity,Positive
discongruity,Negative
disconnect,Neutral
disconnected,Positive
disconnection,Neutral
disconsolate,Positive
disconsolateness,Negative
discontent,Neutral
discontented,Negative
discontentedly,Positive
discontentment,Neutral
discontinuance,Negative
discontinue,Neutral
discontinued,Neutral
discontinuity,Neutral
discontinuous,Negative
discontinuously,Positive
discord,Negative
discordance,Negative
discordant,Neutral
discordantly,Neutral
discorporate,Negative
discors,Neutral
discount,Negative
discountenance,Positive
discounting,Positive
discourage,Neutral
discouraged,Positive
discouragement,Negative
discouraging,Neutral
discouragingly,Positive
discourse,Negative
discoursive,Neutral
discourteous,Neutral
discourteously,Negative
discourtesv,Positive
discourtesy,Neutral
discourtesyill,Positive
discous,Neutral
discover,Neutral
discovered,Negative
discoverer,Neutral
discovery,Neutral
discredit,Neutral
discreditable,Negative
discredited,Positive
discreet,Negative
discreetly,Negative
discrepance,Positive
discrepancy,Neutral
discrepant,Neutral
discrete,Positive
discreteness,Neutral
discretion,Negative
discretional,Neutral
discretionary,Positive
discriminable,Negative
discriminate,Positive
discriminating,Neutral
discrimination,Positive
discriminative,Positive
discriminatory,Neutral
discrition,Neutral
disculpate,Neutral
discumbency,Positive
discursion,Negative
discursive,Neutral
discursively,Neutral
discursiveness,Positive
discursory,Neutral
discus,Negative
discuss,Neutral
discussion,Positive
disdain,Neutral
disdainful,Positive
disdainfully,Neutral
disdains,Neutral
disease,Negative
diseased,Negative
disembark,Negative
disembarkation,Positive
disembarrass,Negative
disembarrassed,Negative
disembarrassment,Neutral
disembodied,Positive
disembody,Neutral
disembogue,Positive
disembowwl,Positive
disembroil,Positive
disenable,Negative
disenchant,Positive
disenchanted,Negative
disenchanting,Positive
disenchantment,Positive
disencumber,Neutral
disencumbered,Neutral
disencumbrance,Positive
disendow,Positive
disendowment,Positive
disenfranchised,Neutral
disenfranchisement,Negative
disengage,Positive
disengaged,Neutral
disengagement,Positive
disentagle,Neutral
disentangle,Positive
disentangled,Negative
disentanglement,Positive
disenthral,Neutral
disenthrall,Negative
disenthrallment,Negative
disenthralment,Neutral
disenthrone,Positive
disentient,Neutral
disentitle,Positive
disentitled,Negative
disequilibrium,Neutral
disespouse,Neutral
disestablish,Neutral
disestablishment,Negative
disesteem,Neutral
disestimation,Positive
disfavor,Neutral
disfigure,Neutral
disfigured,Positive
disfigurement,Neutral
disfranchise,Positive
disfranchised,Neutral
disfranchisement,Neutral
disfurnish,Positive
disgorge,Negative
disgrace,Negative
disgraced,Negative
disgraceful,Neutral
disgracefully,Neutral
disgruntled,Negative
disgruntlement,Neutral
disguise,Positive
disguised,Neutral
disguisement,Neutral
disgust,Neutral
disgusted,Neutral
disgustedly,Positive
disgusting,Positive
disgustingly,Positive
disgustingness,Positive
dish,Positive
dishabille,Neutral
disharmony,Negative
dishearten,Neutral
disheartened,Negative
disheartening,Neutral
disheartenment,Negative
dished,Positive
disherison,Neutral
dishevel,Neutral
disheveled,Positive
dishing,Neutral
dishonest,Neutral
dishonestly,Negative
dishonesty,Negative
dishonor,Negative
dishonorable,Positive
dishonorableness,Positive
dishonorably,Neutral
dishonored,Negative
dishpan,Negative
dishrag,Positive
dishwasher,Neutral
dishwashing,Positive
dishwater,Neutral
dishy,Positive
disillusioned,Neutral
disincentive,Neutral
disinclination,Negative
disincline,Positive
disinclined,Positive
disinfect,Negative
disinfectant,Positive
disinfection,Negative
disinfestation,Positive
disinflation,Negative
disingenuous,Neutral
disingenuously,Neutral
disingenuousness,Negative
disinherit,Neutral
disinheritance,Positive
disinherited,Neutral
disintegrate,Negative
disintegrated,Negative
disintegration,Negative
disintegrative,Neutral
disinter,Neutral
disinterest,Neutral
disinterested,Negative
disinterestedly,Neutral
disinterestedness,Neutral
disinterment,Neutral
disinvestment,Neutral
disjecta,Neutral
disjoin,Neutral
disjoined,Negative
disjoint,Negative
disjointed,Negative
disjointedly,Positive
disjointedness,Positive
disjunct,Negative
disjunction,Negative
disjunctive,Positive
disk,Positive
diskette,Negative
diskindness,Negative
dislikable,Negative
dislike,Neutral
disliked,Neutral
disliking,Negative
dislimb,Positive
dislocate,Negative
dislocated,Neutral
dislocation,Neutral
dislodge,Neutral
dislodgment,Positive
disloyal,Positive
disloyally,Neutral
disloyalty,Positive
dismal,Neutral
dismally,Negative
dismals,Positive
dismantle,Negative
dismantled,Positive
dismantling,Positive
dismask,Positive
dismast,Neutral
dismay,Negative
dismember,Neutral
dismemberment,Neutral
dismet,Neutral
dismiss,Negative
dismissal,Negative
dismissible,Neutral
dismissive,Positive
dismount,Negative
dismounted,Positive
disobedience,Positive
disobedient,Negative
disobediently,Negative
disobey,Positive
disoblige,Positive
disobliging,Negative
disomatous,Neutral
disorder,Negative
disordered,Negative
disorderliness,Negative
disorderly,Negative
disorganization,Positive
disorganize,Positive
disorganized,Negative
disorientation,Negative
disorienting,Negative
disown,Positive
disowned,Negative
disownment,Neutral
dispair,Positive
dispansion,Positive
disparage,Neutral
disparagement,Neutral
disparaging,Negative
disparagingly,Negative
disparate,Positive
disparateness,Negative
disparity,Neutral
dispariumque,Positive
dispart,Positive
dispassion,Negative
dispassionate,Neutral
dispassionately,Negative
dispatch,Neutral
dispatched,Neutral
dispel,Neutral
dispensability,Positive
dispensable,Neutral
dispensary,Positive
dispensataion,Positive
dispensation,Negative
dispensations,Positive
dispensatory,Negative
dispense,Positive
dispensed,Negative
dispenser,Negative
dispeople,Positive
dispermic,Positive
dispermy,Positive
disperse,Positive
dispersed,Positive
dispersion,Positive
dispersive,Positive
dispirit,Neutral
dispirited,Positive
dispiritedly,Neutral
displace,Neutral
displaced,Neutral
displacement,Positive
displacency,Negative
displant,Neutral
display,Negative
displease,Positive
displeased,Positive
displeasing,Negative
displeasingly,Neutral
displeasure,Neutral
displode,Neutral
displosion,Positive
displume,Positive
disport,Negative
disposable,Neutral
disposal,Positive
dispose,Positive
disposed,Neutral
disposed(p),Neutral
dispositio,Negative
disposition,Positive
dispossess,Negative
dispossessed,Neutral
dispossession,Neutral
dispraise,Positive
dispread,Neutral
disprize,Negative
disproof,Neutral
disproportion,Negative
disproportionate,Neutral
disproportionated,Neutral
disproportionately,Positive
disproportionateness,Negative
disprove,Negative
disputable,Positive
disputant,Negative
disputare,Positive
disputation,Neutral
disputatious,Negative
disputatiously,Negative
dispute,Neutral
disputed,Negative
disputes,Positive
disqualification,Positive
disqualified,Positive
disqualify,Neutral
disquiet,Negative
disquieted,Positive
disquieting,Positive
disquietingly,Negative
disquietude,Neutral
disquiparant,Neutral
disquisition,Negative
disquisitionary,Negative
disraeli,Negative
disreeli,Neutral
disregard,Neutral
disregarded,Neutral
disregarding,Positive
disrelish,Positive
disrepair,Negative
disreputable,Negative
disreputably,Negative
disrepute,Negative
disrespect,Neutral
disrespectful,Positive
disrespectfully,Positive
disrobe,Positive
disrupted,Positive
disruption,Neutral
disruptive,Negative
disruptively,Neutral
dissatisfaction,Negative
dissatisfied,Neutral
dissatisfy,Positive
disscit,Negative
dissect,Neutral
dissection,Neutral
disseize,Negative
dissemblance,Neutral
dissemble,Positive
dissembler,Negative
dissembling,Negative
disseminate,Positive
disseminated,Negative
dissemination,Negative
dissension,Negative
dissent,Neutral
dissenter,Neutral
dissentient,Neutral
dissentiente,Positive
dissenting,Positive
dissentious,Positive
dissepiment,Neutral
dissert,Positive
dissertation,Neutral
disservice,Negative
disserviceable,Negative
dissever,Negative
disseverance,Negative
dissidence,Neutral
dissident,Positive
dissilience,Negative
dissimilar,Positive
dissimilaritude,Neutral
dissimilarity,Positive
dissimilation,Negative
dissimilitude,Negative
dissimulate,Neutral
dissimulation,Neutral
dissipate,Negative
dissipated,Neutral
dissipation,Neutral
dissociability,Neutral
dissociable,Negative
dissocial,Negative
dissociate,Neutral
dissociated,Negative
dissociation,Neutral
dissociative,Neutral
dissogeny,Negative
dissolubility,Negative
dissolute,Positive
dissoluteness,Positive
dissolution,Neutral
dissolvable,Positive
dissolve,Neutral
dissolved,Negative
dissolving,Neutral
dissonance,Neutral
dissonant,Positive
dissuade,Positive
dissuaded,Positive
dissuading,Neutral
dissuasion,Neutral
dissuasive,Positive
dissyllable,Positive
distaff,Neutral
distain,Negative
distal,Negative
distally,Positive
distance,Neutral
distant,Negative
distantly,Negative
distaste,Neutral
distasteful,Positive
distastefully,Positive
distemper,Neutral
distemperature,Negative
distempering,Neutral
distend,Negative
distended,Negative
distensible,Negative
distension,Neutral
distention,Positive
distich,Positive
distichous,Neutral
distill,Positive
distillate,Neutral
distillation,Negative
distiller,Positive
distillery,Negative
distinct,Positive
distinction,Negative
distinctive,Positive
distinctively,Negative
distinctly,Neutral
distinctness,Negative
distingue,Positive
distinguish,Positive
distinguishable,Negative
distinguished,Neutral
distinguishing,Positive
distored,Positive
distort,Negative
distortable,Neutral
distorted,Negative
distorting,Positive
distortion,Positive
distortionist,Neutral
distract,Neutral
distracted,Neutral
distractedly,Negative
distraction,Neutral
distrain,Neutral
distraint,Negative
distrait,Positive
distraught,Negative
distress,Positive
distressed,Neutral
distressfully,Neutral
distressing,Positive
distribuit,Positive
distributary,Negative
distribute,Positive
distributed,Positive
distribution,Positive
distributional,Positive
distributive,Negative
distributively,Negative
distributor,Positive
district,Negative
distrust,Positive
distrustful,Negative
distrustfully,Negative
disturb,Neutral
disturbance,Positive
disturbed,Negative
disturbingly,Negative
disulfiram,Neutral
disunction,Positive
disunctive,Negative
disunion,Neutral
disunite,Neutral
disunited,Positive
disunity,Neutral
disusage,Negative
disuse,Negative
disused,Negative
disvaluation,Neutral
disvalue,Negative
disyllabic,Negative
disyllable,Negative
dit,Neutral
dita,Negative
ditch,Positive
ditchwater,Positive
ditheism,Negative
dither,Negative
dithering,Negative
dithyramb,Neutral
dithyrambic,Positive
ditto,Neutral
ditty,Positive
diurnal,Negative
diuturnal,Positive
diuturnity,Positive
diva,Neutral
divagate,Neutral
divagation,Negative
divan,Positive
divaricate,Neutral
divarication,Positive
dive,Negative
dive-bombing,Negative
divellicate,Neutral
diver,Neutral
diverge,Negative
divergence,Neutral
divergency,Neutral
divergent,Positive
diverging,Positive
divers,Neutral
divers(a),Positive
diverscolored,Negative
diverse,Positive
diverseness,Negative
diversification,Negative
diversified,Negative
diversify,Positive
diversion,Positive
diversionary,Positive
diversity,Positive
divert,Positive
diverted,Positive
diverticulitis,Neutral
diverticulosis,Neutral
diverticulum,Neutral
divertimento,Negative
diverting,Neutral
divertissement,Negative
dives,Negative
divest,Neutral
divested,Negative
divestiture,Neutral
divestment,Neutral
divi-divi,Negative
dividable,Neutral
divide,Negative
divided,Neutral
dividend,Positive
dividers,Neutral
dividing,Neutral
dividing(a),Neutral
divina,Negative
divination,Positive
divinatory,Positive
divine,Neutral
divinely,Positive
divineness,Positive
diviner,Positive
diving,Positive
divining,Negative
divinities,Neutral
divinity,Neutral
divino,Negative
divinum,Negative
divisible,Positive
division,Positive
divisional,Neutral
divisions,Positive
divisor,Positive
divoce,Neutral
divorce,Negative
divorced,Positive
divorcee,Neutral
divorcement,Negative
divot,Positive
